Date,Season,Team,Opponent,HomeFlag,GF,GA,Manager,ManagerStart,ManagerEnd,MatchNumMgr,Window1,Window2,Window3,HomeTeam,AwayTeam,MatchID,Points,GoalDifference,Win,Draw,Loss,ManagerPeriod,rows_per_match,CompleteMatchPair
2017-05-16,2016/2017,Arsenal,Sunderland,1,2,0,ARSENE WENGER,1996-01-10,2018-05-13,213,0,0,0,Arsenal,Sunderland,2016/2017_2017-05-16_Arsenal_Sunderland,3,2,1,0,0,Established,2,TRUE
2017-05-21,2016/2017,Arsenal,Everton,1,3,1,ARSENE WENGER,1996-01-10,2018-05-13,214,0,0,0,Arsenal,Everton,2016/2017_2017-05-21_Arsenal_Everton,3,2,1,0,0,Established,2,TRUE
2017-08-11,2017/2018,Arsenal,Leicester City,1,4,3,ARSENE WENGER,1996-01-10,2018-05-13,215,0,0,0,Arsenal,Leicester City,2017/2018_2017-08-11_Arsenal_Leicester City,3,1,1,0,0,Established,2,TRUE
2017-08-19,2017/2018,Arsenal,Stoke City,0,0,1,ARSENE WENGER,1996-01-10,2018-05-13,216,0,0,0,Stoke City,Arsenal,2017/2018_2017-08-19_Stoke City_Arsenal,0,-1,0,0,1,Established,2,TRUE
2017-08-27,2017/2018,Arsenal,Liverpool,0,0,4,ARSENE WENGER,1996-01-10,2018-05-13,217,0,0,0,Liverpool,Arsenal,2017/2018_2017-08-27_Liverpool_Arsenal,0,-4,0,0,1,Established,2,TRUE
2017-09-09,2017/2018,Arsenal,Bournemouth,1,3,0,ARSENE WENGER,1996-01-10,2018-05-13,218,0,0,0,Arsenal,Bournemouth,2017/2018_2017-09-09_Arsenal_Bournemouth,3,3,1,0,0,Established,2,TRUE
2017-09-17,2017/2018,Arsenal,Chelsea,0,0,0,ARSENE WENGER,1996-01-10,2018-05-13,219,0,0,0,Chelsea,Arsenal,2017/2018_2017-09-17_Chelsea_Arsenal,1,0,0,1,0,Established,2,TRUE
2017-09-25,2017/2018,Arsenal,West Brom,1,2,0,ARSENE WENGER,1996-01-10,2018-05-13,220,0,0,0,Arsenal,West Brom,2017/2018_2017-09-25_Arsenal_West Brom,3,2,1,0,0,Established,2,TRUE
2017-10-01,2017/2018,Arsenal,Brighton,1,2,0,ARSENE WENGER,1996-01-10,2018-05-13,221,0,0,0,Arsenal,Brighton,2017/2018_2017-10-01_Arsenal_Brighton,3,2,1,0,0,Established,2,TRUE
2017-10-14,2017/2018,Arsenal,Watford,0,1,2,ARSENE WENGER,1996-01-10,2018-05-13,222,0,0,0,Watford,Arsenal,2017/2018_2017-10-14_Watford_Arsenal,0,-1,0,0,1,Established,2,TRUE
2017-10-22,2017/2018,Arsenal,Everton,0,5,2,ARSENE WENGER,1996-01-10,2018-05-13,223,0,0,0,Everton,Arsenal,2017/2018_2017-10-22_Everton_Arsenal,3,3,1,0,0,Established,2,TRUE
2017-10-28,2017/2018,Arsenal,Swansea City,1,2,1,ARSENE WENGER,1996-01-10,2018-05-13,224,0,0,0,Arsenal,Swansea City,2017/2018_2017-10-28_Arsenal_Swansea City,3,1,1,0,0,Established,2,TRUE
2017-11-05,2017/2018,Arsenal,Manchester City,0,1,3,ARSENE WENGER,1996-01-10,2018-05-13,225,0,0,0,Manchester City,Arsenal,2017/2018_2017-11-05_Manchester City_Arsenal,0,-2,0,0,1,Established,2,TRUE
2017-11-18,2017/2018,Arsenal,Tottenham,1,2,0,ARSENE WENGER,1996-01-10,2018-05-13,226,0,0,0,Arsenal,Tottenham,2017/2018_2017-11-18_Arsenal_Tottenham,3,2,1,0,0,Established,2,TRUE
2017-11-26,2017/2018,Arsenal,Burnley,0,1,0,ARSENE WENGER,1996-01-10,2018-05-13,227,0,0,0,Burnley,Arsenal,2017/2018_2017-11-26_Burnley_Arsenal,3,1,1,0,0,Established,2,TRUE
2017-11-29,2017/2018,Arsenal,Huddersfield,1,5,0,ARSENE WENGER,1996-01-10,2018-05-13,228,0,0,0,Arsenal,Huddersfield,2017/2018_2017-11-29_Arsenal_Huddersfield,3,5,1,0,0,Established,2,TRUE
2017-12-02,2017/2018,Arsenal,Manchester Utd,1,1,3,ARSENE WENGER,1996-01-10,2018-05-13,229,0,0,0,Arsenal,Manchester Utd,2017/2018_2017-12-02_Arsenal_Manchester Utd,0,-2,0,0,1,Established,2,TRUE
2017-12-10,2017/2018,Arsenal,Southampton,0,1,1,ARSENE WENGER,1996-01-10,2018-05-13,230,0,0,0,Southampton,Arsenal,2017/2018_2017-12-10_Southampton_Arsenal,1,0,0,1,0,Established,2,TRUE
2017-12-13,2017/2018,Arsenal,West Ham,0,0,0,ARSENE WENGER,1996-01-10,2018-05-13,231,0,0,0,West Ham,Arsenal,2017/2018_2017-12-13_West Ham_Arsenal,1,0,0,1,0,Established,2,TRUE
2017-12-16,2017/2018,Arsenal,Newcastle Utd,1,1,0,ARSENE WENGER,1996-01-10,2018-05-13,232,0,0,0,Arsenal,Newcastle Utd,2017/2018_2017-12-16_Arsenal_Newcastle Utd,3,1,1,0,0,Established,2,TRUE
2017-12-22,2017/2018,Arsenal,Liverpool,1,3,3,ARSENE WENGER,1996-01-10,2018-05-13,233,0,0,0,Arsenal,Liverpool,2017/2018_2017-12-22_Arsenal_Liverpool,1,0,0,1,0,Established,2,TRUE
2017-12-28,2017/2018,Arsenal,Crystal Palace,0,3,2,ARSENE WENGER,1996-01-10,2018-05-13,234,0,0,0,Crystal Palace,Arsenal,2017/2018_2017-12-28_Crystal Palace_Arsenal,3,1,1,0,0,Established,2,TRUE
2017-12-31,2017/2018,Arsenal,West Brom,0,1,1,ARSENE WENGER,1996-01-10,2018-05-13,235,0,0,0,West Brom,Arsenal,2017/2018_2017-12-31_West Brom_Arsenal,1,0,0,1,0,Established,2,TRUE
2018-01-03,2017/2018,Arsenal,Chelsea,1,2,2,ARSENE WENGER,1996-01-10,2018-05-13,236,0,0,0,Arsenal,Chelsea,2017/2018_2018-01-03_Arsenal_Chelsea,1,0,0,1,0,Established,2,TRUE
2018-01-14,2017/2018,Arsenal,Bournemouth,0,1,2,ARSENE WENGER,1996-01-10,2018-05-13,237,0,0,0,Bournemouth,Arsenal,2017/2018_2018-01-14_Bournemouth_Arsenal,0,-1,0,0,1,Established,2,TRUE
2018-01-20,2017/2018,Arsenal,Crystal Palace,1,4,1,ARSENE WENGER,1996-01-10,2018-05-13,238,0,0,0,Arsenal,Crystal Palace,2017/2018_2018-01-20_Arsenal_Crystal Palace,3,3,1,0,0,Established,2,TRUE
2018-01-30,2017/2018,Arsenal,Swansea City,0,1,3,ARSENE WENGER,1996-01-10,2018-05-13,239,0,0,0,Swansea City,Arsenal,2017/2018_2018-01-30_Swansea City_Arsenal,0,-2,0,0,1,Established,2,TRUE
2018-02-03,2017/2018,Arsenal,Everton,1,5,1,ARSENE WENGER,1996-01-10,2018-05-13,240,0,0,0,Arsenal,Everton,2017/2018_2018-02-03_Arsenal_Everton,3,4,1,0,0,Established,2,TRUE
2018-02-10,2017/2018,Arsenal,Tottenham,0,0,1,ARSENE WENGER,1996-01-10,2018-05-13,241,0,0,0,Tottenham,Arsenal,2017/2018_2018-02-10_Tottenham_Arsenal,0,-1,0,0,1,Established,2,TRUE
2018-03-01,2017/2018,Arsenal,Manchester City,1,0,3,ARSENE WENGER,1996-01-10,2018-05-13,242,0,0,0,Arsenal,Manchester City,2017/2018_2018-03-01_Arsenal_Manchester City,0,-3,0,0,1,Established,2,TRUE
2018-03-04,2017/2018,Arsenal,Brighton,0,1,2,ARSENE WENGER,1996-01-10,2018-05-13,243,0,0,0,Brighton,Arsenal,2017/2018_2018-03-04_Brighton_Arsenal,0,-1,0,0,1,Established,2,TRUE
2018-03-11,2017/2018,Arsenal,Watford,1,3,0,ARSENE WENGER,1996-01-10,2018-05-13,244,0,0,0,Arsenal,Watford,2017/2018_2018-03-11_Arsenal_Watford,3,3,1,0,0,Established,2,TRUE
2018-04-01,2017/2018,Arsenal,Stoke City,1,3,0,ARSENE WENGER,1996-01-10,2018-05-13,245,0,0,0,Arsenal,Stoke City,2017/2018_2018-04-01_Arsenal_Stoke City,3,3,1,0,0,Established,2,TRUE
2018-04-08,2017/2018,Arsenal,Southampton,1,3,2,ARSENE WENGER,1996-01-10,2018-05-13,246,0,0,0,Arsenal,Southampton,2017/2018_2018-04-08_Arsenal_Southampton,3,1,1,0,0,Established,2,TRUE
2018-04-15,2017/2018,Arsenal,Newcastle Utd,0,1,2,ARSENE WENGER,1996-01-10,2018-05-13,247,0,0,0,Newcastle Utd,Arsenal,2017/2018_2018-04-15_Newcastle Utd_Arsenal,0,-1,0,0,1,Established,2,TRUE
2018-04-22,2017/2018,Arsenal,West Ham,1,4,1,ARSENE WENGER,1996-01-10,2018-05-13,248,0,0,0,Arsenal,West Ham,2017/2018_2018-04-22_Arsenal_West Ham,3,3,1,0,0,Established,2,TRUE
2018-04-29,2017/2018,Arsenal,Manchester Utd,0,1,2,ARSENE WENGER,1996-01-10,2018-05-13,249,0,0,0,Manchester Utd,Arsenal,2017/2018_2018-04-29_Manchester Utd_Arsenal,0,-1,0,0,1,Established,2,TRUE
2018-05-06,2017/2018,Arsenal,Burnley,1,5,0,ARSENE WENGER,1996-01-10,2018-05-13,250,0,0,0,Arsenal,Burnley,2017/2018_2018-05-06_Arsenal_Burnley,3,5,1,0,0,Established,2,TRUE
2018-05-09,2017/2018,Arsenal,Leicester City,0,1,3,ARSENE WENGER,1996-01-10,2018-05-13,251,0,0,0,Leicester City,Arsenal,2017/2018_2018-05-09_Leicester City_Arsenal,0,-2,0,0,1,Established,2,TRUE
2018-05-13,2017/2018,Arsenal,Huddersfield,0,1,0,ARSENE WENGER,1996-01-10,2018-05-13,252,0,0,0,Huddersfield,Arsenal,2017/2018_2018-05-13_Huddersfield_Arsenal,3,1,1,0,0,Established,2,TRUE
2019-12-26,2019/2020,Arsenal,Bournemouth,0,1,1,MIKEL ARTETA,2019-12-22,2100-01-01,1,1,0,0,Bournemouth,Arsenal,2019/2020_2019-12-26_Bournemouth_Arsenal,1,0,0,1,0,Matches 1-3,2,TRUE
2019-12-29,2019/2020,Arsenal,Chelsea,1,1,2,MIKEL ARTETA,2019-12-22,2100-01-01,2,1,0,0,Arsenal,Chelsea,2019/2020_2019-12-29_Arsenal_Chelsea,0,-1,0,0,1,Matches 1-3,2,TRUE
2020-01-01,2019/2020,Arsenal,Manchester Utd,1,2,0,MIKEL ARTETA,2019-12-22,2100-01-01,3,1,0,0,Arsenal,Manchester Utd,2019/2020_2020-01-01_Arsenal_Manchester Utd,3,2,1,0,0,Matches 1-3,2,TRUE
2020-01-11,2019/2020,Arsenal,Crystal Palace,0,1,1,MIKEL ARTETA,2019-12-22,2100-01-01,4,0,1,0,Crystal Palace,Arsenal,2019/2020_2020-01-11_Crystal Palace_Arsenal,1,0,0,1,0,Matches 4-6,2,TRUE
2020-01-18,2019/2020,Arsenal,Sheffield Utd,1,1,1,MIKEL ARTETA,2019-12-22,2100-01-01,5,0,1,0,Arsenal,Sheffield Utd,2019/2020_2020-01-18_Arsenal_Sheffield Utd,1,0,0,1,0,Matches 4-6,2,TRUE
2020-01-21,2019/2020,Arsenal,Chelsea,0,2,2,MIKEL ARTETA,2019-12-22,2100-01-01,6,0,1,0,Chelsea,Arsenal,2019/2020_2020-01-21_Chelsea_Arsenal,1,0,0,1,0,Matches 4-6,2,TRUE
2020-02-02,2019/2020,Arsenal,Burnley,0,0,0,MIKEL ARTETA,2019-12-22,2100-01-01,7,0,0,1,Burnley,Arsenal,2019/2020_2020-02-02_Burnley_Arsenal,1,0,0,1,0,Matches 7-10,2,TRUE
2020-02-16,2019/2020,Arsenal,Newcastle Utd,1,4,0,MIKEL ARTETA,2019-12-22,2100-01-01,8,0,0,1,Arsenal,Newcastle Utd,2019/2020_2020-02-16_Arsenal_Newcastle Utd,3,4,1,0,0,Matches 7-10,2,TRUE
2020-02-23,2019/2020,Arsenal,Everton,1,3,2,MIKEL ARTETA,2019-12-22,2100-01-01,9,0,0,1,Arsenal,Everton,2019/2020_2020-02-23_Arsenal_Everton,3,1,1,0,0,Matches 7-10,2,TRUE
2020-03-07,2019/2020,Arsenal,West Ham,1,1,0,MIKEL ARTETA,2019-12-22,2100-01-01,10,0,0,1,Arsenal,West Ham,2019/2020_2020-03-07_Arsenal_West Ham,3,1,1,0,0,Matches 7-10,2,TRUE
2020-06-17,2019/2020,Arsenal,Manchester City,0,0,3,MIKEL ARTETA,2019-12-22,2100-01-01,11,0,0,0,Manchester City,Arsenal,2019/2020_2020-06-17_Manchester City_Arsenal,0,-3,0,0,1,Established,2,TRUE
2020-06-20,2019/2020,Arsenal,Brighton,0,1,2,MIKEL ARTETA,2019-12-22,2100-01-01,12,0,0,0,Brighton,Arsenal,2019/2020_2020-06-20_Brighton_Arsenal,0,-1,0,0,1,Established,2,TRUE
2020-06-25,2019/2020,Arsenal,Southampton,0,2,0,MIKEL ARTETA,2019-12-22,2100-01-01,13,0,0,0,Southampton,Arsenal,2019/2020_2020-06-25_Southampton_Arsenal,3,2,1,0,0,Established,2,TRUE
2020-07-01,2019/2020,Arsenal,Norwich City,1,4,0,MIKEL ARTETA,2019-12-22,2100-01-01,14,0,0,0,Arsenal,Norwich City,2019/2020_2020-07-01_Arsenal_Norwich City,3,4,1,0,0,Established,2,TRUE
2020-07-04,2019/2020,Arsenal,Wolves,0,2,0,MIKEL ARTETA,2019-12-22,2100-01-01,15,0,0,0,Wolves,Arsenal,2019/2020_2020-07-04_Wolves_Arsenal,3,2,1,0,0,Established,2,TRUE
2020-07-07,2019/2020,Arsenal,Leicester City,1,1,1,MIKEL ARTETA,2019-12-22,2100-01-01,16,0,0,0,Arsenal,Leicester City,2019/2020_2020-07-07_Arsenal_Leicester City,1,0,0,1,0,Established,2,TRUE
2020-07-12,2019/2020,Arsenal,Tottenham,0,1,2,MIKEL ARTETA,2019-12-22,2100-01-01,17,0,0,0,Tottenham,Arsenal,2019/2020_2020-07-12_Tottenham_Arsenal,0,-1,0,0,1,Established,2,TRUE
2020-07-15,2019/2020,Arsenal,Liverpool,1,2,1,MIKEL ARTETA,2019-12-22,2100-01-01,18,0,0,0,Arsenal,Liverpool,2019/2020_2020-07-15_Arsenal_Liverpool,3,1,1,0,0,Established,2,TRUE
2020-07-21,2019/2020,Arsenal,Aston Villa,0,0,1,MIKEL ARTETA,2019-12-22,2100-01-01,19,0,0,0,Aston Villa,Arsenal,2019/2020_2020-07-21_Aston Villa_Arsenal,0,-1,0,0,1,Established,2,TRUE
2020-07-26,2019/2020,Arsenal,Watford,1,3,2,MIKEL ARTETA,2019-12-22,2100-01-01,20,0,0,0,Arsenal,Watford,2019/2020_2020-07-26_Arsenal_Watford,3,1,1,0,0,Established,2,TRUE
2020-09-12,2020/2021,Arsenal,Fulham,0,3,0,MIKEL ARTETA,2019-12-22,2100-01-01,21,0,0,0,Fulham,Arsenal,2020/2021_2020-09-12_Fulham_Arsenal,3,3,1,0,0,Established,2,TRUE
2020-09-19,2020/2021,Arsenal,West Ham,1,2,1,MIKEL ARTETA,2019-12-22,2100-01-01,22,0,0,0,Arsenal,West Ham,2020/2021_2020-09-19_Arsenal_West Ham,3,1,1,0,0,Established,2,TRUE
2020-09-28,2020/2021,Arsenal,Liverpool,0,1,3,MIKEL ARTETA,2019-12-22,2100-01-01,23,0,0,0,Liverpool,Arsenal,2020/2021_2020-09-28_Liverpool_Arsenal,0,-2,0,0,1,Established,2,TRUE
2020-10-04,2020/2021,Arsenal,Sheffield Utd,1,2,1,MIKEL ARTETA,2019-12-22,2100-01-01,24,0,0,0,Arsenal,Sheffield Utd,2020/2021_2020-10-04_Arsenal_Sheffield Utd,3,1,1,0,0,Established,2,TRUE
2020-10-17,2020/2021,Arsenal,Manchester City,0,0,1,MIKEL ARTETA,2019-12-22,2100-01-01,25,0,0,0,Manchester City,Arsenal,2020/2021_2020-10-17_Manchester City_Arsenal,0,-1,0,0,1,Established,2,TRUE
2020-10-25,2020/2021,Arsenal,Leicester City,1,0,1,MIKEL ARTETA,2019-12-22,2100-01-01,26,0,0,0,Arsenal,Leicester City,2020/2021_2020-10-25_Arsenal_Leicester City,0,-1,0,0,1,Established,2,TRUE
2020-11-01,2020/2021,Arsenal,Manchester Utd,0,1,0,MIKEL ARTETA,2019-12-22,2100-01-01,27,0,0,0,Manchester Utd,Arsenal,2020/2021_2020-11-01_Manchester Utd_Arsenal,3,1,1,0,0,Established,2,TRUE
2020-11-08,2020/2021,Arsenal,Aston Villa,1,0,3,MIKEL ARTETA,2019-12-22,2100-01-01,28,0,0,0,Arsenal,Aston Villa,2020/2021_2020-11-08_Arsenal_Aston Villa,0,-3,0,0,1,Established,2,TRUE
2020-11-22,2020/2021,Arsenal,Leeds United,0,0,0,MIKEL ARTETA,2019-12-22,2100-01-01,29,0,0,0,Leeds United,Arsenal,2020/2021_2020-11-22_Leeds United_Arsenal,1,0,0,1,0,Established,2,TRUE
2020-11-29,2020/2021,Arsenal,Wolves,1,1,2,MIKEL ARTETA,2019-12-22,2100-01-01,30,0,0,0,Arsenal,Wolves,2020/2021_2020-11-29_Arsenal_Wolves,0,-1,0,0,1,Established,2,TRUE
2020-12-06,2020/2021,Arsenal,Tottenham,0,0,2,MIKEL ARTETA,2019-12-22,2100-01-01,31,0,0,0,Tottenham,Arsenal,2020/2021_2020-12-06_Tottenham_Arsenal,0,-2,0,0,1,Established,2,TRUE
2020-12-13,2020/2021,Arsenal,Burnley,1,0,1,MIKEL ARTETA,2019-12-22,2100-01-01,32,0,0,0,Arsenal,Burnley,2020/2021_2020-12-13_Arsenal_Burnley,0,-1,0,0,1,Established,2,TRUE
2020-12-16,2020/2021,Arsenal,Southampton,1,1,1,MIKEL ARTETA,2019-12-22,2100-01-01,33,0,0,0,Arsenal,Southampton,2020/2021_2020-12-16_Arsenal_Southampton,1,0,0,1,0,Established,2,TRUE
2020-12-19,2020/2021,Arsenal,Everton,0,1,2,MIKEL ARTETA,2019-12-22,2100-01-01,34,0,0,0,Everton,Arsenal,2020/2021_2020-12-19_Everton_Arsenal,0,-1,0,0,1,Established,2,TRUE
2020-12-26,2020/2021,Arsenal,Chelsea,1,3,1,MIKEL ARTETA,2019-12-22,2100-01-01,35,0,0,0,Arsenal,Chelsea,2020/2021_2020-12-26_Arsenal_Chelsea,3,2,1,0,0,Established,2,TRUE
2020-12-29,2020/2021,Arsenal,Brighton,0,1,0,MIKEL ARTETA,2019-12-22,2100-01-01,36,0,0,0,Brighton,Arsenal,2020/2021_2020-12-29_Brighton_Arsenal,3,1,1,0,0,Established,2,TRUE
2021-01-02,2020/2021,Arsenal,West Brom,0,4,0,MIKEL ARTETA,2019-12-22,2100-01-01,37,0,0,0,West Brom,Arsenal,2020/2021_2021-01-02_West Brom_Arsenal,3,4,1,0,0,Established,2,TRUE
2021-01-14,2020/2021,Arsenal,Crystal Palace,1,0,0,MIKEL ARTETA,2019-12-22,2100-01-01,38,0,0,0,Arsenal,Crystal Palace,2020/2021_2021-01-14_Arsenal_Crystal Palace,1,0,0,1,0,Established,2,TRUE
2021-01-18,2020/2021,Arsenal,Newcastle Utd,1,3,0,MIKEL ARTETA,2019-12-22,2100-01-01,39,0,0,0,Arsenal,Newcastle Utd,2020/2021_2021-01-18_Arsenal_Newcastle Utd,3,3,1,0,0,Established,2,TRUE
2021-01-26,2020/2021,Arsenal,Southampton,0,3,1,MIKEL ARTETA,2019-12-22,2100-01-01,40,0,0,0,Southampton,Arsenal,2020/2021_2021-01-26_Southampton_Arsenal,3,2,1,0,0,Established,2,TRUE
2021-01-30,2020/2021,Arsenal,Manchester Utd,1,0,0,MIKEL ARTETA,2019-12-22,2100-01-01,41,0,0,0,Arsenal,Manchester Utd,2020/2021_2021-01-30_Arsenal_Manchester Utd,1,0,0,1,0,Established,2,TRUE
2021-02-02,2020/2021,Arsenal,Wolves,0,1,2,MIKEL ARTETA,2019-12-22,2100-01-01,42,0,0,0,Wolves,Arsenal,2020/2021_2021-02-02_Wolves_Arsenal,0,-1,0,0,1,Established,2,TRUE
2021-02-06,2020/2021,Arsenal,Aston Villa,0,0,1,MIKEL ARTETA,2019-12-22,2100-01-01,43,0,0,0,Aston Villa,Arsenal,2020/2021_2021-02-06_Aston Villa_Arsenal,0,-1,0,0,1,Established,2,TRUE
2021-02-14,2020/2021,Arsenal,Leeds United,1,4,2,MIKEL ARTETA,2019-12-22,2100-01-01,44,0,0,0,Arsenal,Leeds United,2020/2021_2021-02-14_Arsenal_Leeds United,3,2,1,0,0,Established,2,TRUE
2021-02-21,2020/2021,Arsenal,Manchester City,1,0,1,MIKEL ARTETA,2019-12-22,2100-01-01,45,0,0,0,Arsenal,Manchester City,2020/2021_2021-02-21_Arsenal_Manchester City,0,-1,0,0,1,Established,2,TRUE
2021-02-28,2020/2021,Arsenal,Leicester City,0,3,1,MIKEL ARTETA,2019-12-22,2100-01-01,46,0,0,0,Leicester City,Arsenal,2020/2021_2021-02-28_Leicester City_Arsenal,3,2,1,0,0,Established,2,TRUE
2021-03-06,2020/2021,Arsenal,Burnley,0,1,1,MIKEL ARTETA,2019-12-22,2100-01-01,47,0,0,0,Burnley,Arsenal,2020/2021_2021-03-06_Burnley_Arsenal,1,0,0,1,0,Established,2,TRUE
2021-03-14,2020/2021,Arsenal,Tottenham,1,2,1,MIKEL ARTETA,2019-12-22,2100-01-01,48,0,0,0,Arsenal,Tottenham,2020/2021_2021-03-14_Arsenal_Tottenham,3,1,1,0,0,Established,2,TRUE
2021-03-21,2020/2021,Arsenal,West Ham,0,3,3,MIKEL ARTETA,2019-12-22,2100-01-01,49,0,0,0,West Ham,Arsenal,2020/2021_2021-03-21_West Ham_Arsenal,1,0,0,1,0,Established,2,TRUE
2021-04-03,2020/2021,Arsenal,Liverpool,1,0,3,MIKEL ARTETA,2019-12-22,2100-01-01,50,0,0,0,Arsenal,Liverpool,2020/2021_2021-04-03_Arsenal_Liverpool,0,-3,0,0,1,Established,2,TRUE
2021-04-11,2020/2021,Arsenal,Sheffield Utd,0,3,0,MIKEL ARTETA,2019-12-22,2100-01-01,51,0,0,0,Sheffield Utd,Arsenal,2020/2021_2021-04-11_Sheffield Utd_Arsenal,3,3,1,0,0,Established,2,TRUE
2021-04-18,2020/2021,Arsenal,Fulham,1,1,1,MIKEL ARTETA,2019-12-22,2100-01-01,52,0,0,0,Arsenal,Fulham,2020/2021_2021-04-18_Arsenal_Fulham,1,0,0,1,0,Established,2,TRUE
2021-04-23,2020/2021,Arsenal,Everton,1,0,1,MIKEL ARTETA,2019-12-22,2100-01-01,53,0,0,0,Arsenal,Everton,2020/2021_2021-04-23_Arsenal_Everton,0,-1,0,0,1,Established,2,TRUE
2021-05-02,2020/2021,Arsenal,Newcastle Utd,0,2,0,MIKEL ARTETA,2019-12-22,2100-01-01,54,0,0,0,Newcastle Utd,Arsenal,2020/2021_2021-05-02_Newcastle Utd_Arsenal,3,2,1,0,0,Established,2,TRUE
2021-05-09,2020/2021,Arsenal,West Brom,1,3,1,MIKEL ARTETA,2019-12-22,2100-01-01,55,0,0,0,Arsenal,West Brom,2020/2021_2021-05-09_Arsenal_West Brom,3,2,1,0,0,Established,2,TRUE
2021-05-12,2020/2021,Arsenal,Chelsea,0,1,0,MIKEL ARTETA,2019-12-22,2100-01-01,56,0,0,0,Chelsea,Arsenal,2020/2021_2021-05-12_Chelsea_Arsenal,3,1,1,0,0,Established,2,TRUE
2021-05-19,2020/2021,Arsenal,Crystal Palace,0,3,1,MIKEL ARTETA,2019-12-22,2100-01-01,57,0,0,0,Crystal Palace,Arsenal,2020/2021_2021-05-19_Crystal Palace_Arsenal,3,2,1,0,0,Established,2,TRUE
2021-05-23,2020/2021,Arsenal,Brighton,1,2,0,MIKEL ARTETA,2019-12-22,2100-01-01,58,0,0,0,Arsenal,Brighton,2020/2021_2021-05-23_Arsenal_Brighton,3,2,1,0,0,Established,2,TRUE
2021-08-13,2021/2022,Arsenal,Brentford,0,0,2,MIKEL ARTETA,2019-12-22,2100-01-01,59,0,0,0,Brentford,Arsenal,2021/2022_2021-08-13_Brentford_Arsenal,0,-2,0,0,1,Established,2,TRUE
2021-08-22,2021/2022,Arsenal,Chelsea,1,0,2,MIKEL ARTETA,2019-12-22,2100-01-01,60,0,0,0,Arsenal,Chelsea,2021/2022_2021-08-22_Arsenal_Chelsea,0,-2,0,0,1,Established,2,TRUE
2021-08-28,2021/2022,Arsenal,Manchester City,0,0,5,MIKEL ARTETA,2019-12-22,2100-01-01,61,0,0,0,Manchester City,Arsenal,2021/2022_2021-08-28_Manchester City_Arsenal,0,-5,0,0,1,Established,2,TRUE
2021-09-11,2021/2022,Arsenal,Norwich City,1,1,0,MIKEL ARTETA,2019-12-22,2100-01-01,62,0,0,0,Arsenal,Norwich City,2021/2022_2021-09-11_Arsenal_Norwich City,3,1,1,0,0,Established,1,FALSE
2021-09-18,2021/2022,Arsenal,Burnley,0,1,0,MIKEL ARTETA,2019-12-22,2100-01-01,63,0,0,0,Burnley,Arsenal,2021/2022_2021-09-18_Burnley_Arsenal,3,1,1,0,0,Established,2,TRUE
2021-09-26,2021/2022,Arsenal,Tottenham,1,3,1,MIKEL ARTETA,2019-12-22,2100-01-01,64,0,0,0,Arsenal,Tottenham,2021/2022_2021-09-26_Arsenal_Tottenham,3,2,1,0,0,Established,2,TRUE
2021-10-02,2021/2022,Arsenal,Brighton,0,0,0,MIKEL ARTETA,2019-12-22,2100-01-01,65,0,0,0,Brighton,Arsenal,2021/2022_2021-10-02_Brighton_Arsenal,1,0,0,1,0,Established,2,TRUE
2021-10-18,2021/2022,Arsenal,Crystal Palace,1,2,2,MIKEL ARTETA,2019-12-22,2100-01-01,66,0,0,0,Arsenal,Crystal Palace,2021/2022_2021-10-18_Arsenal_Crystal Palace,1,0,0,1,0,Established,2,TRUE
2021-10-22,2021/2022,Arsenal,Aston Villa,1,3,1,MIKEL ARTETA,2019-12-22,2100-01-01,67,0,0,0,Arsenal,Aston Villa,2021/2022_2021-10-22_Arsenal_Aston Villa,3,2,1,0,0,Established,1,FALSE
2021-10-30,2021/2022,Arsenal,Leicester City,0,2,0,MIKEL ARTETA,2019-12-22,2100-01-01,68,0,0,0,Leicester City,Arsenal,2021/2022_2021-10-30_Leicester City_Arsenal,3,2,1,0,0,Established,2,TRUE
2021-11-07,2021/2022,Arsenal,Watford,1,1,0,MIKEL ARTETA,2019-12-22,2100-01-01,69,0,0,0,Arsenal,Watford,2021/2022_2021-11-07_Arsenal_Watford,3,1,1,0,0,Established,2,TRUE
2021-11-20,2021/2022,Arsenal,Liverpool,0,0,4,MIKEL ARTETA,2019-12-22,2100-01-01,70,0,0,0,Liverpool,Arsenal,2021/2022_2021-11-20_Liverpool_Arsenal,0,-4,0,0,1,Established,2,TRUE
2021-11-27,2021/2022,Arsenal,Newcastle Utd,1,2,0,MIKEL ARTETA,2019-12-22,2100-01-01,71,0,0,0,Arsenal,Newcastle Utd,2021/2022_2021-11-27_Arsenal_Newcastle Utd,3,2,1,0,0,Established,2,TRUE
2021-12-02,2021/2022,Arsenal,Manchester Utd,0,2,3,MIKEL ARTETA,2019-12-22,2100-01-01,72,0,0,0,Manchester Utd,Arsenal,2021/2022_2021-12-02_Manchester Utd_Arsenal,0,-1,0,0,1,Established,2,TRUE
2021-12-06,2021/2022,Arsenal,Everton,0,1,2,MIKEL ARTETA,2019-12-22,2100-01-01,73,0,0,0,Everton,Arsenal,2021/2022_2021-12-06_Everton_Arsenal,0,-1,0,0,1,Established,2,TRUE
2021-12-11,2021/2022,Arsenal,Southampton,1,3,0,MIKEL ARTETA,2019-12-22,2100-01-01,74,0,0,0,Arsenal,Southampton,2021/2022_2021-12-11_Arsenal_Southampton,3,3,1,0,0,Established,2,TRUE
