Date,Season,Team,Opponent,HomeFlag,GF,GA,Manager,ManagerStart,ManagerEnd,MatchNumMgr,Window1,Window2,Window3
3/19/2017,2016/2017,Tottenham,Southampton,1,2,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,204,0,0,0
4/1/2017,2016/2017,Tottenham,Burnley,0,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,205,0,0,0
4/5/2017,2016/2017,Tottenham,Swansea City,0,3,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,206,0,0,0
4/8/2017,2016/2017,Tottenham,Watford,1,4,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,207,0,0,0
4/15/2017,2016/2017,Tottenham,Bournemouth,1,4,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,208,0,0,0
4/26/2017,2016/2017,Tottenham,Crystal Palace,0,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,209,0,0,0
4/30/2017,2016/2017,Tottenham,Arsenal,1,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,210,0,0,0
5/5/2017,2016/2017,Tottenham,West Ham,0,0,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,211,0,0,0
5/14/2017,2016/2017,Tottenham,Manchester Utd,1,2,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,212,0,0,0
5/18/2017,2016/2017,Tottenham,Leicester City,0,6,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,213,0,0,0
5/21/2017,2016/2017,Tottenham,Hull City,0,7,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,214,0,0,0
8/13/2017,2017/2018,Tottenham,Newcastle Utd,0,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,215,0,0,0
8/20/2017,2017/2018,Tottenham,Chelsea,1,1,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,216,0,0,0
8/27/2017,2017/2018,Tottenham,Burnley,1,1,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,217,0,0,0
9/9/2017,2017/2018,Tottenham,Everton,0,3,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,218,0,0,0
9/16/2017,2017/2018,Tottenham,Swansea City,1,0,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,219,0,0,0
9/23/2017,2017/2018,Tottenham,West Ham,0,3,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,220,0,0,0
9/30/2017,2017/2018,Tottenham,Huddersfield,0,4,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,221,0,0,0
10/14/2017,2017/2018,Tottenham,Bournemouth,1,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,222,0,0,0
10/22/2017,2017/2018,Tottenham,Liverpool,1,4,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,223,0,0,0
10/28/2017,2017/2018,Tottenham,Manchester Utd,0,0,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,224,0,0,0
11/5/2017,2017/2018,Tottenham,Crystal Palace,1,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,225,0,0,0
11/18/2017,2017/2018,Tottenham,Arsenal,0,0,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,226,0,0,0
11/25/2017,2017/2018,Tottenham,West Brom,1,1,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,227,0,0,0
11/28/2017,2017/2018,Tottenham,Leicester City,0,1,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,228,0,0,0
12/2/2017,2017/2018,Tottenham,Watford,0,1,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,229,0,0,0
12/9/2017,2017/2018,Tottenham,Stoke City,1,5,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,230,0,0,0
12/13/2017,2017/2018,Tottenham,Brighton,1,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,231,0,0,0
12/16/2017,2017/2018,Tottenham,Manchester City,0,1,4,MAURICIO POCHETTINO,1/7/2014,1/1/2100,232,0,0,0
12/23/2017,2017/2018,Tottenham,Burnley,0,3,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,233,0,0,0
12/26/2017,2017/2018,Tottenham,Southampton,1,5,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,234,0,0,0
1/2/2018,2017/2018,Tottenham,Swansea City,0,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,235,0,0,0
1/4/2018,2017/2018,Tottenham,West Ham,1,1,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,236,0,0,0
1/13/2018,2017/2018,Tottenham,Everton,1,4,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,237,0,0,0
1/21/2018,2017/2018,Tottenham,Southampton,0,1,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,238,0,0,0
1/31/2018,2017/2018,Tottenham,Manchester Utd,1,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,239,0,0,0
2/4/2018,2017/2018,Tottenham,Liverpool,0,2,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,240,0,0,0
2/10/2018,2017/2018,Tottenham,Arsenal,1,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,241,0,0,0
2/25/2018,2017/2018,Tottenham,Crystal Palace,0,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,242,0,0,0
3/3/2018,2017/2018,Tottenham,Huddersfield,1,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,243,0,0,0
3/11/2018,2017/2018,Tottenham,Bournemouth,0,4,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,244,0,0,0
4/1/2018,2017/2018,Tottenham,Chelsea,0,3,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,245,0,0,0
4/7/2018,2017/2018,Tottenham,Stoke City,0,2,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,246,0,0,0
4/14/2018,2017/2018,Tottenham,Manchester City,1,1,3,MAURICIO POCHETTINO,1/7/2014,1/1/2100,247,0,0,0
4/17/2018,2017/2018,Tottenham,Brighton,0,1,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,248,0,0,0
4/30/2018,2017/2018,Tottenham,Watford,1,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,249,0,0,0
5/5/2018,2017/2018,Tottenham,West Brom,0,0,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,250,0,0,0
5/9/2018,2017/2018,Tottenham,Newcastle Utd,1,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,251,0,0,0
5/13/2018,2017/2018,Tottenham,Leicester City,1,5,4,MAURICIO POCHETTINO,1/7/2014,1/1/2100,252,0,0,0
8/11/2018,2018/2019,Tottenham,Newcastle Utd,0,2,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,253,0,0,0
8/18/2018,2018/2019,Tottenham,Fulham,1,3,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,254,0,0,0
8/27/2018,2018/2019,Tottenham,Manchester Utd,0,3,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,255,0,0,0
9/2/2018,2018/2019,Tottenham,Watford,0,1,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,256,0,0,0
9/15/2018,2018/2019,Tottenham,Liverpool,1,1,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,257,0,0,0
9/22/2018,2018/2019,Tottenham,Brighton,0,2,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,258,0,0,0
9/29/2018,2018/2019,Tottenham,Huddersfield,0,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,259,0,0,0
10/6/2018,2018/2019,Tottenham,Cardiff City,1,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,260,0,0,0
10/20/2018,2018/2019,Tottenham,West Ham,0,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,261,0,0,0
10/29/2018,2018/2019,Tottenham,Manchester City,1,0,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,262,0,0,0
11/3/2018,2018/2019,Tottenham,Wolves,0,3,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,263,0,0,0
11/10/2018,2018/2019,Tottenham,Crystal Palace,0,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,264,0,0,0
11/24/2018,2018/2019,Tottenham,Chelsea,1,3,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,265,0,0,0
12/2/2018,2018/2019,Tottenham,Arsenal,0,2,4,MAURICIO POCHETTINO,1/7/2014,1/1/2100,266,0,0,0
12/5/2018,2018/2019,Tottenham,Southampton,1,3,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,267,0,0,0
12/8/2018,2018/2019,Tottenham,Leicester City,0,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,268,0,0,0
12/15/2018,2018/2019,Tottenham,Burnley,1,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,269,0,0,0
12/23/2018,2018/2019,Tottenham,Everton,0,6,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,270,0,0,0
12/26/2018,2018/2019,Tottenham,Bournemouth,1,5,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,271,0,0,0
12/29/2018,2018/2019,Tottenham,Wolves,1,1,3,MAURICIO POCHETTINO,1/7/2014,1/1/2100,272,0,0,0
1/1/2019,2018/2019,Tottenham,Cardiff City,0,3,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,273,0,0,0
1/13/2019,2018/2019,Tottenham,Manchester Utd,1,0,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,274,0,0,0
1/20/2019,2018/2019,Tottenham,Fulham,0,2,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,275,0,0,0
1/30/2019,2018/2019,Tottenham,Watford,1,2,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,276,0,0,0
2/2/2019,2018/2019,Tottenham,Newcastle Utd,1,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,277,0,0,0
2/10/2019,2018/2019,Tottenham,Leicester City,1,3,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,278,0,0,0
2/23/2019,2018/2019,Tottenham,Burnley,0,1,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,279,0,0,0
2/27/2019,2018/2019,Tottenham,Chelsea,0,0,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,280,0,0,0
3/2/2019,2018/2019,Tottenham,Arsenal,1,1,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,281,0,0,0
3/9/2019,2018/2019,Tottenham,Southampton,0,1,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,282,0,0,0
3/31/2019,2018/2019,Tottenham,Liverpool,0,1,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,283,0,0,0
4/3/2019,2018/2019,Tottenham,Crystal Palace,1,2,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,284,0,0,0
4/13/2019,2018/2019,Tottenham,Huddersfield,1,4,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,285,0,0,0
4/20/2019,2018/2019,Tottenham,Manchester City,0,0,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,286,0,0,0
4/23/2019,2018/2019,Tottenham,Brighton,1,1,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,287,0,0,0
4/27/2019,2018/2019,Tottenham,West Ham,1,0,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,288,0,0,0
5/4/2019,2018/2019,Tottenham,Bournemouth,0,0,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,289,0,0,0
5/12/2019,2018/2019,Tottenham,Everton,1,2,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,290,0,0,0
8/10/2019,2019/2020,Tottenham,Aston Villa,1,3,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,291,0,0,0
8/17/2019,2019/2020,Tottenham,Manchester City,0,2,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,292,0,0,0
8/25/2019,2019/2020,Tottenham,Newcastle Utd,1,0,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,293,0,0,0
9/1/2019,2019/2020,Tottenham,Arsenal,0,2,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,294,0,0,0
9/14/2019,2019/2020,Tottenham,Crystal Palace,1,4,0,MAURICIO POCHETTINO,1/7/2014,1/1/2100,295,0,0,0
9/21/2019,2019/2020,Tottenham,Leicester City,0,1,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,296,0,0,0
9/28/2019,2019/2020,Tottenham,Southampton,1,2,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,297,0,0,0
10/5/2019,2019/2020,Tottenham,Brighton,0,0,3,MAURICIO POCHETTINO,1/7/2014,1/1/2100,298,0,0,0
10/19/2019,2019/2020,Tottenham,Watford,1,1,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,299,0,0,0
10/27/2019,2019/2020,Tottenham,Liverpool,0,1,2,MAURICIO POCHETTINO,1/7/2014,1/1/2100,300,0,0,0
11/3/2019,2019/2020,Tottenham,Everton,0,1,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,301,0,0,0
11/9/2019,2019/2020,Tottenham,Sheffield Utd,1,1,1,MAURICIO POCHETTINO,1/7/2014,1/1/2100,302,0,0,0
4/21/2021,2020/2021,Tottenham,Southampton,1,2,1,RYAN MASON,4/20/2021,1/1/2100,1,1,0,0
5/2/2021,2020/2021,Tottenham,Sheffield Utd,1,4,0,RYAN MASON,4/20/2021,1/1/2100,2,1,0,0
5/8/2021,2020/2021,Tottenham,Leeds United,0,1,3,RYAN MASON,4/20/2021,1/1/2100,3,1,0,0
5/16/2021,2020/2021,Tottenham,Wolves,1,2,0,RYAN MASON,4/20/2021,1/1/2100,4,0,1,0
5/19/2021,2020/2021,Tottenham,Aston Villa,1,1,2,RYAN MASON,4/20/2021,1/1/2100,5,0,1,0
5/23/2021,2020/2021,Tottenham,Leicester City,0,4,2,RYAN MASON,4/20/2021,1/1/2100,6,0,1,0
8/15/2021,2021/2022,Tottenham,Manchester City,1,1,0,RYAN MASON,4/20/2021,1/1/2100,7,0,0,1
8/22/2021,2021/2022,Tottenham,Wolves,0,1,0,RYAN MASON,4/20/2021,1/1/2100,8,0,0,1
8/29/2021,2021/2022,Tottenham,Watford,1,1,0,RYAN MASON,4/20/2021,1/1/2100,9,0,0,1
9/11/2021,2021/2022,Tottenham,Crystal Palace,0,0,3,RYAN MASON,4/20/2021,1/1/2100,10,0,0,1
9/19/2021,2021/2022,Tottenham,Chelsea,1,0,3,RYAN MASON,4/20/2021,1/1/2100,11,0,0,0
9/26/2021,2021/2022,Tottenham,Arsenal,0,1,3,RYAN MASON,4/20/2021,1/1/2100,12,0,0,0
10/3/2021,2021/2022,Tottenham,Aston Villa,1,2,1,RYAN MASON,4/20/2021,1/1/2100,13,0,0,0
10/17/2021,2021/2022,Tottenham,Newcastle Utd,0,3,2,RYAN MASON,4/20/2021,1/1/2100,14,0,0,0
10/24/2021,2021/2022,Tottenham,West Ham,0,0,1,RYAN MASON,4/20/2021,1/1/2100,15,0,0,0
10/30/2021,2021/2022,Tottenham,Manchester Utd,1,0,3,RYAN MASON,4/20/2021,1/1/2100,16,0,0,0
11/7/2021,2021/2022,Tottenham,Everton,0,0,0,RYAN MASON,4/20/2021,1/1/2100,17,0,0,0
11/21/2021,2021/2022,Tottenham,Leeds United,1,2,1,RYAN MASON,4/20/2021,1/1/2100,18,0,0,0
12/2/2021,2021/2022,Tottenham,Brentford,1,2,0,RYAN MASON,4/20/2021,1/1/2100,19,0,0,0
12/5/2021,2021/2022,Tottenham,Norwich City,1,3,0,RYAN MASON,4/20/2021,1/1/2100,20,0,0,0
12/19/2021,2021/2022,Tottenham,Liverpool,1,2,2,RYAN MASON,4/20/2021,1/1/2100,21,0,0,0
12/26/2021,2021/2022,Tottenham,Crystal Palace,1,3,0,RYAN MASON,4/20/2021,1/1/2100,22,0,0,0
12/28/2021,2021/2022,Tottenham,Southampton,0,1,1,RYAN MASON,4/20/2021,1/1/2100,23,0,0,0
1/1/2022,2021/2022,Tottenham,Watford,0,1,0,RYAN MASON,4/20/2021,1/1/2100,24,0,0,0
1/19/2022,2021/2022,Tottenham,Leicester City,0,3,2,RYAN MASON,4/20/2021,1/1/2100,25,0,0,0
1/23/2022,2021/2022,Tottenham,Chelsea,0,0,2,RYAN MASON,4/20/2021,1/1/2100,26,0,0,0
2/9/2022,2021/2022,Tottenham,Southampton,1,2,3,RYAN MASON,4/20/2021,1/1/2100,27,0,0,0
2/13/2022,2021/2022,Tottenham,Wolves,1,0,2,RYAN MASON,4/20/2021,1/1/2100,28,0,0,0
2/19/2022,2021/2022,Tottenham,Manchester City,0,3,2,RYAN MASON,4/20/2021,1/1/2100,29,0,0,0
2/23/2022,2021/2022,Tottenham,Burnley,0,0,1,RYAN MASON,4/20/2021,1/1/2100,30,0,0,0
2/26/2022,2021/2022,Tottenham,Leeds United,0,4,0,RYAN MASON,4/20/2021,1/1/2100,31,0,0,0
3/7/2022,2021/2022,Tottenham,Everton,1,5,0,RYAN MASON,4/20/2021,1/1/2100,32,0,0,0
3/12/2022,2021/2022,Tottenham,Manchester Utd,0,2,3,RYAN MASON,4/20/2021,1/1/2100,33,0,0,0
3/16/2022,2021/2022,Tottenham,Brighton,0,2,0,RYAN MASON,4/20/2021,1/1/2100,34,0,0,0
3/20/2022,2021/2022,Tottenham,West Ham,1,3,1,RYAN MASON,4/20/2021,1/1/2100,35,0,0,0
4/3/2022,2021/2022,Tottenham,Newcastle Utd,1,5,1,RYAN MASON,4/20/2021,1/1/2100,36,0,0,0
4/9/2022,2021/2022,Tottenham,Aston Villa,0,4,0,RYAN MASON,4/20/2021,1/1/2100,37,0,0,0
4/16/2022,2021/2022,Tottenham,Brighton,1,0,1,RYAN MASON,4/20/2021,1/1/2100,38,0,0,0
4/23/2022,2021/2022,Tottenham,Brentford,0,0,0,RYAN MASON,4/20/2021,1/1/2100,39,0,0,0
5/1/2022,2021/2022,Tottenham,Leicester City,1,3,1,RYAN MASON,4/20/2021,1/1/2100,40,0,0,0
5/7/2022,2021/2022,Tottenham,Liverpool,0,1,1,RYAN MASON,4/20/2021,1/1/2100,41,0,0,0
5/12/2022,2021/2022,Tottenham,Arsenal,1,3,0,RYAN MASON,4/20/2021,1/1/2100,42,0,0,0
5/15/2022,2021/2022,Tottenham,Burnley,1,1,0,RYAN MASON,4/20/2021,1/1/2100,43,0,0,0
5/22/2022,2021/2022,Tottenham,Norwich City,0,5,0,RYAN MASON,4/20/2021,1/1/2100,44,0,0,0
8/6/2022,2022/2023,Tottenham,Southampton,1,4,1,RYAN MASON,4/20/2021,1/1/2100,45,0,0,0
8/14/2022,2022/2023,Tottenham,Chelsea,0,2,2,RYAN MASON,4/20/2021,1/1/2100,46,0,0,0
8/20/2022,2022/2023,Tottenham,Wolves,1,1,0,RYAN MASON,4/20/2021,1/1/2100,47,0,0,0
8/28/2022,2022/2023,Tottenham,Nott'ham Forest,0,2,0,RYAN MASON,4/20/2021,1/1/2100,48,0,0,0
8/31/2022,2022/2023,Tottenham,West Ham,0,1,1,RYAN MASON,4/20/2021,1/1/2100,49,0,0,0
9/3/2022,2022/2023,Tottenham,Fulham,1,2,1,RYAN MASON,4/20/2021,1/1/2100,50,0,0,0
9/17/2022,2022/2023,Tottenham,Leicester City,1,6,2,RYAN MASON,4/20/2021,1/1/2100,51,0,0,0
10/1/2022,2022/2023,Tottenham,Arsenal,0,1,3,RYAN MASON,4/20/2021,1/1/2100,52,0,0,0
10/8/2022,2022/2023,Tottenham,Brighton,0,1,0,RYAN MASON,4/20/2021,1/1/2100,53,0,0,0
10/15/2022,2022/2023,Tottenham,Everton,1,2,0,RYAN MASON,4/20/2021,1/1/2100,54,0,0,0
10/19/2022,2022/2023,Tottenham,Manchester Utd,0,0,2,RYAN MASON,4/20/2021,1/1/2100,55,0,0,0
10/23/2022,2022/2023,Tottenham,Newcastle Utd,1,1,2,RYAN MASON,4/20/2021,1/1/2100,56,0,0,0
10/29/2022,2022/2023,Tottenham,Bournemouth,0,3,2,RYAN MASON,4/20/2021,1/1/2100,57,0,0,0
11/6/2022,2022/2023,Tottenham,Liverpool,1,1,2,RYAN MASON,4/20/2021,1/1/2100,58,0,0,0
11/12/2022,2022/2023,Tottenham,Leeds United,1,4,3,RYAN MASON,4/20/2021,1/1/2100,59,0,0,0
12/26/2022,2022/2023,Tottenham,Brentford,0,2,2,RYAN MASON,4/20/2021,1/1/2100,60,0,0,0
1/1/2023,2022/2023,Tottenham,Aston Villa,1,0,2,RYAN MASON,4/20/2021,1/1/2100,61,0,0,0
1/4/2023,2022/2023,Tottenham,Crystal Palace,0,4,0,RYAN MASON,4/20/2021,1/1/2100,62,0,0,0
4/27/2023,2022/2023,Tottenham,Manchester Utd,1,2,2,RYAN MASON,4/24/2023,1/1/2100,63,0,0,0
4/30/2023,2022/2023,Tottenham,Liverpool,0,3,4,RYAN MASON,4/24/2023,1/1/2100,64,0,0,0
5/6/2023,2022/2023,Tottenham,Crystal Palace,1,1,0,RYAN MASON,4/24/2023,1/1/2100,65,0,0,0
5/13/2023,2022/2023,Tottenham,Aston Villa,0,1,2,RYAN MASON,4/24/2023,1/1/2100,66,0,0,0
5/20/2023,2022/2023,Tottenham,Brentford,1,1,3,RYAN MASON,4/24/2023,1/1/2100,67,0,0,0
5/28/2023,2022/2023,Tottenham,Leeds United,0,4,1,RYAN MASON,4/24/2023,1/1/2100,68,0,0,0
8/13/2023,2023/2024,Tottenham,Brentford,0,2,2,RYAN MASON,4/24/2023,1/1/2100,69,0,0,0
8/19/2023,2023/2024,Tottenham,Manchester Utd,1,2,0,RYAN MASON,4/24/2023,1/1/2100,70,0,0,0
8/26/2023,2023/2024,Tottenham,Bournemouth,0,2,0,RYAN MASON,4/24/2023,1/1/2100,71,0,0,0
9/2/2023,2023/2024,Tottenham,Burnley,0,5,2,RYAN MASON,4/24/2023,1/1/2100,72,0,0,0
9/16/2023,2023/2024,Tottenham,Sheffield Utd,1,2,1,RYAN MASON,4/24/2023,1/1/2100,73,0,0,0
9/24/2023,2023/2024,Tottenham,Arsenal,0,2,2,RYAN MASON,4/24/2023,1/1/2100,74,0,0,0
9/30/2023,2023/2024,Tottenham,Liverpool,1,2,1,RYAN MASON,4/24/2023,1/1/2100,75,0,0,0
10/7/2023,2023/2024,Tottenham,Luton Town,0,1,0,RYAN MASON,4/24/2023,1/1/2100,76,0,0,0
10/23/2023,2023/2024,Tottenham,Fulham,1,2,0,RYAN MASON,4/24/2023,1/1/2100,77,0,0,0
10/27/2023,2023/2024,Tottenham,Crystal Palace,0,2,1,RYAN MASON,4/24/2023,1/1/2100,78,0,0,0
11/6/2023,2023/2024,Tottenham,Chelsea,1,1,4,RYAN MASON,4/24/2023,1/1/2100,79,0,0,0
11/11/2023,2023/2024,Tottenham,Wolves,0,1,2,RYAN MASON,4/24/2023,1/1/2100,80,0,0,0
11/26/2023,2023/2024,Tottenham,Aston Villa,1,1,2,RYAN MASON,4/24/2023,1/1/2100,81,0,0,0
12/3/2023,2023/2024,Tottenham,Manchester City,0,3,3,RYAN MASON,4/24/2023,1/1/2100,82,0,0,0
12/7/2023,2023/2024,Tottenham,West Ham,1,1,2,RYAN MASON,4/24/2023,1/1/2100,83,0,0,0
12/10/2023,2023/2024,Tottenham,Newcastle Utd,1,4,1,RYAN MASON,4/24/2023,1/1/2100,84,0,0,0
12/15/2023,2023/2024,Tottenham,Nott'ham Forest,0,2,0,RYAN MASON,4/24/2023,1/1/2100,85,0,0,0
12/23/2023,2023/2024,Tottenham,Everton,1,2,1,RYAN MASON,4/24/2023,1/1/2100,86,0,0,0
12/28/2023,2023/2024,Tottenham,Brighton,0,2,4,RYAN MASON,4/24/2023,1/1/2100,87,0,0,0
12/31/2023,2023/2024,Tottenham,Bournemouth,1,3,1,RYAN MASON,4/24/2023,1/1/2100,88,0,0,0
1/14/2024,2023/2024,Tottenham,Manchester Utd,0,2,2,RYAN MASON,4/24/2023,1/1/2100,89,0,0,0
1/31/2024,2023/2024,Tottenham,Brentford,1,3,2,RYAN MASON,4/24/2023,1/1/2100,90,0,0,0
2/3/2024,2023/2024,Tottenham,Everton,0,2,2,RYAN MASON,4/24/2023,1/1/2100,91,0,0,0
2/10/2024,2023/2024,Tottenham,Brighton,1,2,1,RYAN MASON,4/24/2023,1/1/2100,92,0,0,0
2/17/2024,2023/2024,Tottenham,Wolves,1,1,2,RYAN MASON,4/24/2023,1/1/2100,93,0,0,0
3/2/2024,2023/2024,Tottenham,Crystal Palace,1,3,1,RYAN MASON,4/24/2023,1/1/2100,94,0,0,0
3/10/2024,2023/2024,Tottenham,Aston Villa,0,4,0,RYAN MASON,4/24/2023,1/1/2100,95,0,0,0
3/16/2024,2023/2024,Tottenham,Fulham,0,0,3,RYAN MASON,4/24/2023,1/1/2100,96,0,0,0
3/30/2024,2023/2024,Tottenham,Luton Town,1,2,1,RYAN MASON,4/24/2023,1/1/2100,97,0,0,0
4/2/2024,2023/2024,Tottenham,West Ham,0,1,1,RYAN MASON,4/24/2023,1/1/2100,98,0,0,0
4/7/2024,2023/2024,Tottenham,Nott'ham Forest,1,3,1,RYAN MASON,4/24/2023,1/1/2100,99,0,0,0
4/13/2024,2023/2024,Tottenham,Newcastle Utd,0,0,4,RYAN MASON,4/24/2023,1/1/2100,100,0,0,0
4/28/2024,2023/2024,Tottenham,Arsenal,1,2,3,RYAN MASON,4/24/2023,1/1/2100,101,0,0,0
5/2/2024,2023/2024,Tottenham,Chelsea,0,0,2,RYAN MASON,4/24/2023,1/1/2100,102,0,0,0
5/5/2024,2023/2024,Tottenham,Liverpool,0,2,4,RYAN MASON,4/24/2023,1/1/2100,103,0,0,0
5/11/2024,2023/2024,Tottenham,Burnley,1,2,1,RYAN MASON,4/24/2023,1/1/2100,104,0,0,0
5/14/2024,2023/2024,Tottenham,Manchester City,1,0,2,RYAN MASON,4/24/2023,1/1/2100,105,0,0,0
5/19/2024,2023/2024,Tottenham,Sheffield Utd,0,3,0,RYAN MASON,4/24/2023,1/1/2100,106,0,0,0
8/14/2021,2021/2022,Watford,Aston Villa,1,3,2,CLAUDIO RANIERI,4/10/2021,1/1/2100,1,1,0,0
8/21/2021,2021/2022,Watford,Brighton,0,0,2,CLAUDIO RANIERI,4/10/2021,1/1/2100,2,1,0,0
8/29/2021,2021/2022,Watford,Tottenham,0,0,1,CLAUDIO RANIERI,4/10/2021,1/1/2100,3,1,0,0
9/11/2021,2021/2022,Watford,Wolves,1,0,2,CLAUDIO RANIERI,4/10/2021,1/1/2100,4,0,1,0
9/18/2021,2021/2022,Watford,Norwich City,0,3,1,CLAUDIO RANIERI,4/10/2021,1/1/2100,5,0,1,0
9/25/2021,2021/2022,Watford,Newcastle Utd,1,1,1,CLAUDIO RANIERI,4/10/2021,1/1/2100,6,0,1,0
10/2/2021,2021/2022,Watford,Leeds United,0,0,1,CLAUDIO RANIERI,4/10/2021,1/1/2100,7,0,0,1
10/16/2021,2021/2022,Watford,Liverpool,1,0,5,CLAUDIO RANIERI,4/10/2021,1/1/2100,8,0,0,1
10/23/2021,2021/2022,Watford,Everton,0,5,2,CLAUDIO RANIERI,4/10/2021,1/1/2100,9,0,0,1
10/30/2021,2021/2022,Watford,Southampton,1,0,1,CLAUDIO RANIERI,4/10/2021,1/1/2100,10,0,0,1
11/7/2021,2021/2022,Watford,Arsenal,0,0,1,CLAUDIO RANIERI,4/10/2021,1/1/2100,11,0,0,0
11/20/2021,2021/2022,Watford,Manchester Utd,1,4,1,CLAUDIO RANIERI,4/10/2021,1/1/2100,12,0,0,0
